name,year,url,journal,abstract
Diabetes insipidus syndrome developed with myelocytic leukaemia,1956,https://pubmed.ncbi.nlm.nih.gov/13337323/,Schweiz Z Pathol Bakteriol,No abstract available
[Congenital and familial diabetes insipidus],1956,https://pubmed.ncbi.nlm.nih.gov/13349727/,Pol Tyg Lek (Wars),No abstract available
[Butazolidin in diabetes insipidus],1954,https://pubmed.ncbi.nlm.nih.gov/13205159/,Schweiz Med Wochenschr,No abstract available
Metabolic Treatment of Wolfram Syndrome,2022,https://pubmed.ncbi.nlm.nih.gov/35270448/,Int J Environ Res Public Health,"Wolfram Syndrome (WS) is a very rare genetic disorder characterized by several symptoms that occur from childhood to adulthood. Usually, the first clinical sign is non-autoimmune diabetes even if other clinical features (optic subatrophy, neurosensorial deafness, diabetes insipidus) may be present in an early state and may be diagnosed after diabetes' onset. Prognosis is poor, and the death occurs at the median age of 39 years as a consequence of progressive respiratory impairment, secondary to brain atrophy and neurological failure. The aim of this paper is the description of the metabolic treatment of the WS. We reported the experience of long treatment in patients with this syndrome diagnosed in pediatric age and followed also in adult age. It is known that there is a correlation between metabolic control of diabetes, the onset of other associated symptoms, and the progression of the neurodegenerative alterations. Therefore, a multidisciplinary approach is necessary in order to prevent, treat and carefully monitor all the comorbidities that may occur. An extensive understanding of WS from pathophysiology to novel possible therapy is fundamental and further studies are needed to better manage this devastating disease and to guarantee to patients a better quality of life and a longer life expectancy."
Composition of excreted solutes in experimental diabetes insipidus; mechanism of urinary dilution,1953,https://pubmed.ncbi.nlm.nih.gov/13092271/,Am J Physiol,No abstract available
Diabetes insipidus and polycythaemia,1974,https://pubmed.ncbi.nlm.nih.gov/4469140/,Acta Paediatr Acad Sci Hung,The case of a fourteen year-old boy suffering from diabetes insipidus and polycythaemia is reported. The possible mechanisms resulting in the association of the two rare disorders are discussed in detail.
Contributions to the morphology of the diabetes insipidus syndrome,Jan-Mar,https://pubmed.ncbi.nlm.nih.gov/13830558/,Rum Med Rev,No abstract available
[Tasteless Diabetes],1956,https://pubmed.ncbi.nlm.nih.gov/13311154/,Rev Prat,No abstract available
[Diabetes insipidus during pregnancy: apropos of 2 case reports],1994,https://pubmed.ncbi.nlm.nih.gov/8171238/,Rev Med Suisse Romande,No abstract available
"Transient, recurrent nephrogenic diabetes insipidus",1984,https://pubmed.ncbi.nlm.nih.gov/6465262/,Am J Obstet Gynecol,No abstract available
Familial ADH-responsive diabetes insipidus: response to thiazides and chlorpropamide,1973,https://pubmed.ncbi.nlm.nih.gov/4742488/,Can Med Assoc J,"Twenty cases of familial ADH-responsive diabetes insipidus were identified within five generations, and eight patients were studied by one of two established dehydration protocols. In each case there was partial to total failure of response to the initial administration of ADH which was slowly corrected by continued administration. This initial failure can lead to misinterpretation of the dehydration test unless the medullary solute washout effect is taken into account in chronically polyuric patients.Treatment consisted of thiazides and/or chlorpropamide. All cases responded well.The response to chlorpropamide suggests that the failure of ADH production is not complete in these patients, and that the major defect is a failure of ADH release in response to normal stimuli. Chlorpropamide may act by either facilitating ADH release or by synergistically interacting with available ADH at the tubular level."
Diabetes insipidus and obsessional neurosis,1987,https://pubmed.ncbi.nlm.nih.gov/3591515/,Adv Biochem Psychopharmacol,No abstract available
Pregnant woman with transient diabetes insipidus resistant to 1-desamino-8-D-arginine vasopressin,1998,https://pubmed.ncbi.nlm.nih.gov/10395251/,Endocr J,"We encountered a pregnant woman with transient diabetes insipidus which developed during the third trimester. A hypertonic saline infusion study did not concentrate the osmolality of urine. Her laboratory data showed hypokalemia, hyperreninemia, an increased concentration of plasma aldosterone and an increased urinary excretion rate of prostaglandin E2, which resembled hyperprostaglandin E-syndrome. T1-weighted magnetic resonance imaging of the posterior pituitary gland revealed decreased intensity. Polyuria reached 4-6 L daily, and urine osmolality remained dilute despite a lapse of four days since treatment with intranasal 1-desamino-8-D-arginine vasopressin (dDAVP: 10-25 microg every 12 h). The patient was conservatively managed without medical treatment, then delivered in the 38th week of pregnancy without complication. The osmolality of the patient's urine was higher than that of the plasma when tested 3 days postpartum. The abnormality of magnetic resonance imaging of the posterior pituitary gland disappeared at 6 months after delivery. We consider that subclinical nephrogenic diabetes insipidus in our patient was exacerbated during pregnancy."
Insufflation of posterior pituitary powder in childhood diabetes insipidus; report of a case,1948,https://pubmed.ncbi.nlm.nih.gov/18888708/,Med Ann Dist Columbia,No abstract available
[The treatment of diabetes insipidus],1970,https://pubmed.ncbi.nlm.nih.gov/5426374/,Lakartidningen,No abstract available
[Diabetes insipidus renalis; report in 2 siblings],1958,https://pubmed.ncbi.nlm.nih.gov/13608689/,Cesk Pediatr,No abstract available
Occult and excessive antidiuretic activity in experimental diabetes insipidus,1959,https://pubmed.ncbi.nlm.nih.gov/13810443/,Trans Am Neurol Assoc,No abstract available
[A case of disseminated xanthoma with pluri-visceral manifestations; diabetes insipidus and normal cholesterolemia],1959,https://pubmed.ncbi.nlm.nih.gov/13631402/,J Med Bord,No abstract available
[Familial occurrence of central diabetes insipidus],1990,https://pubmed.ncbi.nlm.nih.gov/2260322/,Wiad Lek,Two cases are presented of familial diabetes insipidus with analysis of pedigree involving four generations. The analysis of diabetes insipidus occurrence in this family indicates the autosomal dominant type of inheritance.
[Diabetes insipidus and dimetilditio hydantoin],1957,https://pubmed.ncbi.nlm.nih.gov/13516006/,Med Esp,No abstract available
[Wolfram's syndrome: correlation of clinical signs and neurological images],1995,https://pubmed.ncbi.nlm.nih.gov/7695938/,Neurologia,"Wolfram's syndrome is defined by the association of diabetes mellitus, diabetes insipidus, optic atrophy and nerve deafness. Other neurological anomalies, such as ataxia, nystagmus, tonic pupil, dizziness, dysarthria, dysphagia and epilepsy are rarely described and tend to appear later than the primary manifestations. We describe a patient with Wolfram's syndrome whose magnetic resonance image (MRI) of the head showed brainstem and cerebellar atrophy years before the appearance of clinical signs of brainstem disfunction. We conclude that alterations in MRI precede neurological symptoms by several years in Wolfram's syndrome."
Diabetes insipidus treatment,1977,https://pubmed.ncbi.nlm.nih.gov/878261/,Vet Rec,No abstract available
Diabetes insipidus,1979,https://pubmed.ncbi.nlm.nih.gov/450833/,Practitioner,No abstract available
Diabetes insipidus: a physiologic approach to diagnosis,1980,https://pubmed.ncbi.nlm.nih.gov/7433311/,Postgrad Med,Diabetes insipidus can be delineated in the context of the normal physiology of water metabolism. This approach highlights the common pathway taken by the variety of diseases that can progress to an insufficiency of antidiuretic hormone (ADH) and to diabetes insipidus. A simple diagnostic approach uses homeostatic pathways to separate diabetes insipidus from the other polyuric states. New developments in the biochemical alteration of ADH have improved the ability to individualize hormonal replacement and promise better therapy in the near future.
[Nephrogenic diabetes insipidus],Jun-Jul,https://pubmed.ncbi.nlm.nih.gov/13761211/,Rev Neurol (Paris),No abstract available
[Clinical use of DDAVP in a case of familial hypothalamo-pituitary diabetes insipidus],1979,https://pubmed.ncbi.nlm.nih.gov/431863/,Minerva Med,The effectiveness of 1-deamino-8-d-arginine-vasopressin (DDAVP) has been evaluated in a case of insipid hypothalamo-hypophyseal familial diabetes. The polyuric-poly-dipsic syndrome was well controlled and there were no notalbe side-effects. The advantages of this treatment in comparison with more traditional methods are underlined.
[Treatment of diabetes insipidus with chlorpropamide],1971,https://pubmed.ncbi.nlm.nih.gov/5562237/,Annee Endocrinol,No abstract available
[Post-traumatic diabetes insipidus. Diagnosis of a case in primary care],Jun-Jul,https://pubmed.ncbi.nlm.nih.gov/2518939/,Aten Primaria,No abstract available
[Treatment of diabetes insipidus with a chlorothiazide-like preparation],1961,https://pubmed.ncbi.nlm.nih.gov/13764296/,Sven Lakartidn,No abstract available
[A case of diabetes insipidus treated with chlorothiazide and hydrochlorothiazide],1961,https://pubmed.ncbi.nlm.nih.gov/14459477/,Pol Tyg Lek,No abstract available
[Oral administrated antidiabetics in diabetic patients with heart failure/myocardial infarct. Antidiuretic effect],1975,https://pubmed.ncbi.nlm.nih.gov/1145552/,Tidsskr Nor Laegeforen,No abstract available
[Vasopressin-sensitive diabetes insipidus. Case histories],1992,https://pubmed.ncbi.nlm.nih.gov/1574192/,Minerva Med,"Twelve patients, aged 16-66 years, affected by cranial diabetes insipidus either idiopathic or secondary (head injuries, histiocytosis X, metastatic tumors, pituitary or hypothalamic surgery) were studied. Diagnosis was made on the basis of both dehydration test and sensitivity to exogenous vasopressin. The relationship between plasma and urine osmolality at the end of the dehydration test was evaluated (and its usefulness for diagnostic purpose confirmed). According to this test two different conditions, namely partial and complete, of cranial diabetes insipidus were defined. All the patients underwent the following diagnostic procedures: skull x-ray, evaluation of visual fields, encephalic CT-scan. Idiopathic central diabetes insipidus incidence was found to be 33.3% of all cases, with a sharp prevalence for male sex; the median age of onset was 12.5 years. In our experience the frequency of idiopathic condition was similar to that reported in most recent literature confirming a decreasing incidence, most likely due to the use of more sophisticated diagnostic procedures."
[Studies on osmotic pressure of the body fluids in children. 4. The pressure in the diagnosis of diabetes insipidus],1966,https://pubmed.ncbi.nlm.nih.gov/5951462/,Nihon Shonika Gakkai Zasshi,No abstract available
The essential lesion in experimental diabetes insipidus,1947,https://pubmed.ncbi.nlm.nih.gov/20286608/,Endocrinology,No abstract available
